internal_id	activity_index	dysbiosis
MH0108	0.8533515936436613	TRUE
MH0109	0.8020150201547019	FALSE
MH0110	0.7631109611491366	FALSE
MH0111	0.7462725346756964	FALSE
MH0113	0.7632554562381845	FALSE
MH0114	0.8129565612422821	FALSE
MH0115	0.8463516529082218	TRUE
MH0116	0.7682472242292824	FALSE
MH0117	0.8014521120171236	FALSE
MH0118	0.7819220155671877	FALSE
MH0119	0.7673128413234014	FALSE
MH0120	0.8444538927306868	FALSE
MH0121	0.8199073493483996	FALSE
MH0122	0.6974035768882156	FALSE
MH0123	0.7115907870713636	FALSE
MH0124	0.80925142362152	FALSE
MH0125	0.7695830516687252	FALSE
MH0126	0.8296515955080199	FALSE
MH0127	0.7953272966060689	FALSE
MH0128	0.7543178603197862	FALSE
MH0130	0.8191307682681895	FALSE
MH0131	0.7769357179192381	FALSE
MH0132	0.8286866514869451	FALSE
MH0133	0.7631517183450754	FALSE
MH0134	0.7314305668723083	FALSE
MH0135	0.7660187858736134	FALSE
MH0136	0.7645377314064091	FALSE
MH0138	0.8347057914254663	FALSE
MH0139	0.7718929437260917	FALSE
MH0140	0.7665642549241426	FALSE
MH0141	0.8347082838655558	FALSE
MH0144	0.8129402481771525	FALSE
MH0145	0.7675126371656673	FALSE
MH0146	0.7776418522017853	FALSE
MH0147	0.722464563193168	FALSE
MH0148	0.7341731529967603	FALSE
MH0149	0.8880833066178946	TRUE
MH0150	0.7378154429817646	FALSE
MH0151	0.8691903226266788	TRUE
MH0152	0.8087322245239623	FALSE
MH0153	0.8392127280077255	FALSE
MH0154	0.7975412985017288	FALSE
MH0155	0.8789733952822323	TRUE
MH0156	0.808466178294746	FALSE
MH0157	0.8151486232775024	FALSE
MH0158	0.7661608610553099	FALSE
MH0159	0.8742168494788943	TRUE
MH0160	0.7259044815707333	FALSE
MH0161	0.7369596195778821	FALSE
MH0162	0.733876261443241	FALSE
MH0163	0.7691600514735553	FALSE
MH0164	0.8812352333138846	TRUE
MH0165	0.7403561447651357	FALSE
MH0166	0.7706982351451632	FALSE
MH0167	0.7941129733498913	FALSE
MH0168	0.7321245295928837	FALSE
MH0169	0.7869644957875741	FALSE
MH0170	0.7235478863569119	FALSE
MH0172	0.8250485215787549	FALSE
MH0173	0.812665279277855	FALSE
MH0174	0.8252941876692333	FALSE
MH0175	0.8355569789442954	FALSE
MH0176	0.6989932637843566	FALSE
MH0177	0.7508884150675196	FALSE
MH0178	0.8026933868068501	FALSE
MH0179	0.8491711052532379	TRUE
MH0180	0.7711455145175667	FALSE
MH0182	0.8307732292800509	FALSE
MH0183	0.7889834255236121	FALSE
MH0184	0.7365942333675746	FALSE
MH0185	0.712178473360153	FALSE
MH0186	0.8444141462133921	FALSE
MH0187	0.7444340256010482	FALSE
MH0188	0.7020956623548689	FALSE
MH0191	0.7262297105819331	FALSE
MH0193	0.7242844404432522	FALSE
MH0195	0.7224614029867794	FALSE
MH0196	0.7284084151777299	FALSE
MH0197	0.7751282857534776	FALSE
MH0199	0.7615099319700149	FALSE
MH0200	0.7519093090401581	FALSE
MH0203	0.7017189561901074	FALSE
MH0204	0.7182918206306195	FALSE
MH0205	0.7045999209592131	FALSE
MH0211	0.788514487698591	FALSE
MH0212	0.7930986912315794	FALSE
MH0217	0.7634913940024077	FALSE
MH0220	0.7453522665656354	FALSE
MH0224	0.7769381238192365	FALSE
MH0227	0.7912925921931918	FALSE
MH0229	0.8007235294083409	FALSE
MH0230	0.7102250550811866	FALSE
MH0233	0.7993500804335115	FALSE
MH0236	0.7232716944926236	FALSE
MH0239	0.7911786546799102	FALSE
MH0243	0.8438825406271231	FALSE
MH0244	0.7814226026185142	FALSE
MH0247	0.7194397109473702	FALSE
MH0250	0.7318976996529674	FALSE
MH0253	0.7241481216648478	FALSE
MH0257	0.7897218022360236	FALSE
MH0267	0.738545593372685	FALSE
MH0272	0.7012900976290095	FALSE
MH0274	0.792226291966236	FALSE
MH0275	0.7320001772967637	FALSE
MH0276	0.816391054246858	FALSE
MH0277	0.9706704979083345	TRUE
MH0286	0.7645800038818361	FALSE
MH0287	0.7089528575389077	FALSE
MH0288	0.7302403226761455	FALSE
MH0289	0.8163307300187195	FALSE
MH0292	0.7270728748874034	FALSE
MH0302	0.86556250883639	TRUE
MH0305	0.7681289537796343	FALSE
MH0307	0.723028343793759	FALSE
MH0313	0.7986781651560233	FALSE
MH0316	0.710789194471968	FALSE
MH0321	0.7791183648960965	FALSE
MH0322	0.7889264549323057	FALSE
MH0333	0.8163747048293286	FALSE
MH0403	0.7101196577106388	FALSE
MH0405	0.7704079457704558	FALSE
MH0406	0.7533520816580975	FALSE
MH0407	0.7960317645798335	FALSE
MH0408	0.7219289001938483	FALSE
MH0409	0.7714244931398098	FALSE
MH0410	0.7287541259484198	FALSE
MH0411	0.74031653691977	FALSE
MH0412	0.7139338131164797	FALSE
MH0413	0.7419508316772628	FALSE
MH0414	0.8312054487926369	FALSE
MH0416	0.6987805607293203	FALSE
MH0417	0.7879517006692659	FALSE
MH0418	0.7272335832230715	FALSE
MH0419	0.7911600521182529	FALSE
MH0420	0.7737919568270033	FALSE
MH0421	0.7903631595587578	FALSE
MH0422	0.789785042168471	FALSE
MH0423	0.7913177105552224	FALSE
MH0424	0.716734823879553	FALSE
MH0425	0.7210961325157136	FALSE
MH0426	0.7435646613612488	FALSE
MH0427	0.7986634811951534	FALSE
MH0428	0.8042360458962545	FALSE
MH0429	0.7389944640845607	FALSE
MH0430	0.801129259850383	FALSE
MH0431	0.7437562690057199	FALSE
MH0432	0.7583213098089929	FALSE
MH0433	0.7587651995420511	FALSE
MH0434	0.7432241815513878	FALSE
MH0435	0.7607142792205059	FALSE
MH0436	0.7613335815178538	FALSE
MH0437	0.8051085476962118	FALSE
MH0439	0.7596177115103051	FALSE
MH0440	0.809557217348561	FALSE
MH0441	0.7351015780614074	FALSE
MH0442	0.7353523247088305	FALSE
MH0443	0.7445111697219204	FALSE
MH0444	0.8875071904170027	TRUE
MH0445	0.7738141201075828	FALSE
MH0446	0.748075581281449	FALSE
MH0447	0.7527163504043932	FALSE
MH0448	0.79365009264962	FALSE
MH0450	0.742511550035035	FALSE
MH0451	0.7309305402612946	FALSE
MH0452	0.7000834907029545	FALSE
MH0453	0.788748355080556	FALSE
MH0454	0.7357936213831702	FALSE
MH0455	0.7390575448807708	FALSE
MH0456	0.746684713989485	FALSE
MH0457	0.7608145070767636	FALSE
MH0458	0.7299521259219391	FALSE
MH0462	0.7246212710903501	FALSE
SAMN06018971	0.7057907344826487	FALSE
SAMN06018972	0.7037164526519586	FALSE
SAMN06018973	0.6984893110583399	FALSE
SAMN06018974	0.7539026132416987	FALSE
SAMN06018975	0.7995626590423657	FALSE
SAMN06018976	0.7565877773807339	FALSE
SAMN06018977	0.7556390311760321	FALSE
SAMN06018978	0.7934041466230796	FALSE
SAMN06018979	0.7579594509559974	FALSE
SAMN06018980	0.7911866932579368	FALSE
SAMN05065738	0.8715823893230332	TRUE
SAMN05065779	0.8357623131468795	FALSE
SAMN05065746	0.8124018046874142	FALSE
SAMN05065760	0.7810998457846348	FALSE
SAMN05065739	0.7991246114172452	FALSE
SAMN05065736	0.7840438933716082	FALSE
SAMN05065732	0.8683993108008913	TRUE
SAMN05065737	0.9709378123634563	TRUE
SAMN05065734	0.854330158206633	TRUE
SAMN05065735	0.7956325820001353	FALSE
SAMN05065740	0.7696514814656611	FALSE
SAMN05065727	0.7697684514631917	FALSE
SAMN05065731	0.786657932660815	FALSE
SAMN05065749	0.8207236570854206	FALSE
SAMN05065733	0.8303341164311777	FALSE
SAMN05065742	0.8025177650588725	FALSE
SAMN05065745	0.8143275287555729	FALSE
SAMN05065729	0.8502706751525537	TRUE
SAMN05065747	0.837015885907265	FALSE
SAMN05065744	0.8315388141104662	FALSE
SAMN05065730	0.7953654950642052	FALSE
SAMN05065743	0.7293516501375605	FALSE
SAMN05065748	0.8305361006303977	FALSE
SAMN05065741	0.8773873785303844	TRUE
SAMN05065758	0.8849928277138301	TRUE
SAMN05065750	0.9348869982775717	TRUE
SAMN05065751	0.843567150566612	FALSE
SAMN05065754	0.7855554490230121	FALSE
SAMN05065753	0.7996387033730231	FALSE
SAMN05065755	0.8280059884811465	FALSE
SAMN05065752	0.8979243531198313	TRUE
SAMN05065759	0.8585904153071917	TRUE
SAMN05065756	0.821877330135522	FALSE
SAMN05065757	0.7911124925080973	FALSE
SAMN05065768	0.797062813077156	FALSE
SAMN05065765	0.9879396383038861	TRUE
SAMN05065763	0.8735404484594848	TRUE
SAMN05065762	0.7928424381478862	FALSE
SAMN05065769	0.8236803581957766	FALSE
SAMN05065766	0.8678141806506142	TRUE
SAMN05065778	0.8545378554836596	TRUE
SAMN05065767	0.8812223488298765	TRUE
SAMN05065764	0.8560679026282108	TRUE
SAMN05065775	0.8695720071921624	TRUE
SAMN05065761	0.7708562590589417	FALSE
SAMN05065777	0.807025174576539	FALSE
SAMN05065776	0.7835836251246204	FALSE
SAMN05065773	0.8005132682230557	FALSE
SAMN05065772	0.7625229302462947	FALSE
SAMN00791908	0.8690811667483171	TRUE
SAMN00791909	0.709861267565331	FALSE
SAMN00791910	0.7837765898283016	FALSE
SAMN00791901	0.8441410349004199	FALSE
SAMN00791911	0.827165048704559	FALSE
SAMN00791902	0.7543369780682818	FALSE
SAMN00791903	0.7265015624380899	FALSE
SAMN00791904	0.7578612866274986	FALSE
SAMN00791905	0.7303692576526477	FALSE
SAMN00791906	0.8097891649341454	FALSE
SAMN00791907	0.7548752620092055	FALSE
SAMN00715131	0.907756872412732	TRUE
SAMN00715132	0.7481640718128025	FALSE
SAMN00715133	0.7622924420024904	FALSE
SAMN00715134	0.759350853091068	FALSE
SAMN00715135	0.7614725992246452	FALSE
SAMN00715136	0.7376350221295458	FALSE
SAMN00715137	0.8748607963157886	TRUE
SAMN00715138	0.9354310006425277	TRUE
SAMN00715204	0.869318585360079	TRUE
SAMN00715139	0.7908298650125994	FALSE
SAMN00715205	0.9334325338155911	TRUE
SAMN00715206	0.7546162894944736	FALSE
SAMN00715207	0.8406455278013514	FALSE
SAMN00715208	0.7591924297376853	FALSE
SAMN00715140	0.7071620817573853	FALSE
SAMN00715141	0.8348098112107243	FALSE
SAMN00715142	0.8723700495049506	TRUE
SAMN00715143	0.7514120578413962	FALSE
SAMN00715144	0.7739609986361733	FALSE
SAMN00715145	0.77706748520903	FALSE
SAMN00715146	0.7426932519545759	FALSE
SAMN00715147	0.8362171956359845	FALSE
SAMN00715209	0.7888170969110057	FALSE
SAMN00715148	0.8342379078054426	FALSE
SAMN00715210	0.9061780350394653	TRUE
SAMN00715211	0.7960479141919365	FALSE
SAMN00715212	0.7755443036112852	FALSE
SAMN00715213	0.7584189028853264	FALSE
SAMN00715214	0.754485914397411	FALSE
SAMN00715215	0.7192247780910982	FALSE
SAMN00715216	0.8116730872461047	FALSE
SAMN00715217	0.778074192695715	FALSE
SAMN00715218	0.8175465954437076	FALSE
SAMN00715219	0.7865240695785911	FALSE
SAMN00715220	0.7943743219321588	FALSE
SAMN00715221	0.7690775942991899	FALSE
SAMN00715222	0.9892217827896278	TRUE
SAMN00715223	0.8496630434815784	TRUE
SAMN00715224	0.7019873230273224	FALSE
SAMN00715149	0.7812361253578707	FALSE
SAMN00715225	0.7609298485884937	FALSE
SAMN00715226	0.8022068154349768	FALSE
SAMN00715227	0.9263592076255263	TRUE
SAMN00715150	0.9312714959565611	TRUE
SAMN00715228	0.7848824942672099	FALSE
SAMN00715151	0.7484837146983294	FALSE
SAMN00715152	0.8538960581178718	TRUE
SAMN00715153	0.7631654093047191	FALSE
SAMN00715154	0.8988737891674199	TRUE
SAMN00715155	0.8553646810506567	TRUE
SAMN00715156	0.7672955089031648	FALSE
SAMN00715229	0.73407248466416	FALSE
SAMN00715230	0.8075917557143726	FALSE
SAMN00715157	0.8895665472993134	TRUE
SAMN00715231	0.9075728087402235	TRUE
SAMN00715232	0.832025866425171	FALSE
SAMN00715158	0.809742364917059	FALSE
SAMN00715233	0.8219654241571409	FALSE
SAMN00715159	0.7614892636340549	FALSE
SAMN00715234	0.819078606223573	FALSE
SAMN00715235	0.8515795458755279	TRUE
SAMN00715160	0.8051717342469344	FALSE
SAMN00715236	0.7198369444147799	FALSE
SAMN00715237	0.7555201351376328	FALSE
SAMN00715161	0.8008810470286146	FALSE
SAMN00715162	0.8301677500100928	FALSE
SAMN00715238	0.8462543188349648	TRUE
SAMN00715163	0.863725673912703	TRUE
SAMN00715164	0.7857052365591075	FALSE
SAMN00715165	0.7555196868685747	FALSE
SAMN00715239	0.7528850166296452	FALSE
SAMN00993243	0.7485512419711737	FALSE
SAMN00993244	0.9239657523742444	TRUE
SAMN00791913	0.8507425116561387	TRUE
SAMN00791914	0.7803896831314413	FALSE
SAMN00791915	0.9221683316866718	TRUE
SAMN00993245	0.7394404204001482	FALSE
SAMN00791916	0.9664410991504071	TRUE
SAMN00791917	0.7742337777527575	FALSE
SAMN00791918	0.8511749996415694	TRUE
SAMN00791919	0.8145173189348514	FALSE
SAMN00993240	0.8891448977471713	TRUE
SAMN00993241	0.8141587236661407	FALSE
SAMN00993242	0.8252613918792971	FALSE
SAMN00791920	0.736421390715869	FALSE
SAMN00791921	0.8346479737792808	FALSE
SAMN00791922	0.8797664964155558	TRUE
SAMN00791923	0.8294145950140881	FALSE
SAMN00791924	0.7995876097663054	FALSE
SAMN00791925	0.8504305744867091	TRUE
SAMN00791926	0.7405303720272812	FALSE
SAMN00791927	0.769483862916455	FALSE
SAMN00791928	0.7493893638030291	FALSE
SAMN00791929	0.77886033897858	FALSE
SAMN00791930	0.7936715074436804	FALSE
SAMN00791931	0.7497988647092959	FALSE
SAMN00791932	0.8043432732427954	FALSE
SAMN00791933	0.7635981492983956	FALSE
SAMN00791934	0.7593624162065233	FALSE
SAMN00791935	0.8469702717680805	TRUE
SAMN00791936	0.7759236151343637	FALSE
SAMN00791937	0.8192164433029485	FALSE
SAMN00791938	0.882523561413425	TRUE
SAMN00791939	0.8252993892020144	FALSE
SAMN00791940	0.8197318477524222	FALSE
SAMN00791941	0.7314860136022041	FALSE
SAMN00791942	0.8017829664054656	FALSE
SAMN00791943	0.730187219715058	FALSE
SAMN00791944	0.7638083520943171	FALSE
SAMN00791945	0.7977380659556115	FALSE
SAMN00791946	0.8496097055973357	TRUE
SAMN00791947	0.8049860779007632	FALSE
SAMN00791948	0.8729118017928759	TRUE
SAMN00791949	0.796431759214199	FALSE
SAMN00791950	0.8532602866229871	TRUE
SAMN00791951	0.7415940977261727	FALSE
SAMN00791952	0.8004149280322568	FALSE
SAMN00791953	0.8944804248523874	TRUE
SAMN00791954	0.8858256661244337	TRUE
SAMN00791955	0.8456787175026552	TRUE
SAMN00791956	0.8486905477223345	TRUE
SAMN00791957	0.6901111169755524	FALSE
SAMN00791958	0.7792460463601965	FALSE
SAMN00791959	0.7376034638074436	FALSE
SAMN00791960	0.746783353998633	FALSE
SAMN00791961	0.8061215060854977	FALSE
SAMN00791962	0.7428205767732923	FALSE
SAMN00791963	0.8730268080835424	TRUE
SAMN00791964	0.7850975293731464	FALSE
SAMN00791965	0.8650301032410292	TRUE
SAMN00791966	0.8007945905982478	FALSE
SAMN00791967	0.7991522381390376	FALSE
SAMN00791968	0.7213341499718571	FALSE
SAMN00791969	0.7445697871123462	FALSE
SAMN00791970	0.7958721831662814	FALSE
SAMN00791971	0.7468238381043172	FALSE
SAMN00715166	0.8030793118832571	FALSE
SAMN00715167	0.822474880525456	FALSE
SAMN00715168	0.7404445957201617	FALSE
SAMN00715169	0.7700917720440721	FALSE
SAMN00715170	0.7265349784751014	FALSE
SAMN00715240	0.8275927275624594	FALSE
SAMN00715171	0.7302754024474665	FALSE
SAMN00715172	0.8615606123076726	TRUE
SAMN00715173	0.7559607293127627	FALSE
SAMN00715241	0.7314093717100872	FALSE
SAMN00715242	0.7594759817610446	FALSE
SAMN00715174	0.8762206748343462	TRUE
SAMN00715243	0.8150585254554457	FALSE
SAMN00715175	0.7577598299397077	FALSE
SAMN00715244	0.9332636189994736	TRUE
SAMN00715176	0.8625577246409943	TRUE
SAMN00715245	0.7621177081767263	FALSE
SAMN00715177	0.8009425473658234	FALSE
SAMN00715246	0.8011872534114388	FALSE
SAMN00715247	0.8542321623190271	TRUE
SAMN00715178	0.7971143996019439	FALSE
SAMN00715179	0.8664169368840422	TRUE
SAMN00715248	0.7255503164700892	FALSE
SAMN00715180	0.7428470789513405	FALSE
SAMN00715181	0.8398170898170901	FALSE
SAMN00715182	0.8143209225142973	FALSE
SAMN00715249	0.7508190897564397	FALSE
SAMN00715250	0.7783498944286652	FALSE
SAMN00715251	0.8855452843634761	TRUE
SAMN00715184	0.8034102145015618	FALSE
SAMN00715252	0.7606854182478018	FALSE
SAMN00715253	0.8912642229000045	TRUE
SAMN00715254	0.7639196171232197	FALSE
SAMN00715255	0.741898684999499	FALSE
SAMN00715257	0.7111777944486121	FALSE
SAMN00715185	0.7495612933243416	FALSE
SAMN00715186	0.7787250543170636	FALSE
SAMN00715187	0.7282093226359334	FALSE
SAMN00715258	0.7383332122175336	FALSE
SAMN00715188	0.8062248469994129	FALSE
SAMN00715189	0.8265619715858906	FALSE
SAMN00715259	0.7643599182824605	FALSE
SAMN00715190	0.8636406910441737	TRUE
SAMN00715260	0.7412884205552579	FALSE
SAMN00715191	0.7629385481109343	FALSE
SAMN00715261	0.8186808073604976	FALSE
SAMN00715192	0.8251989131016592	FALSE
SAMN00715193	0.7925337123661786	FALSE
SAMN00715262	0.8226725105433407	FALSE
SAMN00715263	0.781150158038708	FALSE
SAMN00715194	0.8947394115344032	TRUE
SAMN00715264	0.7309477044739815	FALSE
SAMN00715195	0.8126146134357215	FALSE
SAMN00715196	0.8687696376587983	TRUE
SAMN00715265	0.7273692349513915	FALSE
SAMN00715266	0.7332487673210117	FALSE
SAMN00715197	0.7443225251173271	FALSE
SAMN00715198	0.7626842625663733	FALSE
SAMN00715267	0.8633715799538768	TRUE
SAMN00715268	0.7900670521908555	FALSE
SAMN00715269	0.7513742346961605	FALSE
SAMN00715270	0.7786224009100522	FALSE
SAMN00715199	0.7973472831958447	FALSE
SAMN00715271	0.6998095012608592	FALSE
SAMN00715272	0.8336404869613139	FALSE
SAMN00715200	0.7691056095347243	FALSE
SAMN00715201	0.8621907263228972	TRUE
SAMN00715273	0.7919083167975457	FALSE
SAMN00715202	0.8197953497178713	FALSE
SAMN00715274	0.9107572468823488	TRUE
SAMN00715275	0.8370203666498073	FALSE
SAMN00715203	0.8184268613243466	FALSE
SAMN00791972	0.7586731055178766	FALSE
SAMN00791973	0.779202871967724	FALSE
SAMN00791974	0.7728714250606641	FALSE
SAMN00791975	0.8341647591696517	FALSE
SAMN00791976	0.8313878130973481	FALSE
SAMN00791977	0.7671055512806275	FALSE
SAMN00791978	0.7539744931781369	FALSE
SAMN00791979	0.7653047528555703	FALSE
SAMN00791980	0.9186092884101613	TRUE
SAMN00791981	0.8131880544088206	FALSE
SAMN00791982	0.7973214457506992	FALSE
SAMN00791983	0.8710564239980705	TRUE
SAMN00791984	0.7943387508071942	FALSE
SAMN00791985	0.7273223218832379	FALSE
SAMN00791986	0.7756561302161947	FALSE
SAMN00791987	0.7789900472649255	FALSE
SAMN00791988	0.8369198905573131	FALSE
SAMN00791989	0.7595537309680829	FALSE
SAMN00791990	0.8255870678599734	FALSE
SAMN00791991	0.7939650909251064	FALSE
SAMN00791992	0.8038935535692107	FALSE
SAMN00791993	0.7886540149955854	FALSE
SAMN00791994	0.8414198626853989	FALSE
SAMN00791995	0.718907771711424	FALSE
SAMN00791996	0.8495252616258923	TRUE
SAMN00791997	0.84959584584684	TRUE
SAMN00791998	0.7086552880944742	FALSE
SAMN00791999	0.7431986732442983	FALSE
SAMN00792000	0.7772067131137623	FALSE
SAMN00792001	0.7602730256286606	FALSE
SAMN00792002	0.9221144406330052	TRUE
SAMN00792003	0.8619114984139459	TRUE
SAMN00792004	0.7406451481164714	FALSE
SAMN00792005	0.7667885603124472	FALSE
SAMN00792006	0.7929936811317924	FALSE
SAMN00792007	0.8859200664119481	TRUE
SAMN00792008	0.7450778035450172	FALSE
SAMN00792009	0.8224767559418368	FALSE
SAMN00792010	0.7969477219662633	FALSE
SAMN00792011	0.724780746985105	FALSE
SAMN00792012	0.7816922853400714	FALSE
SAMN00792013	0.8860815146462874	TRUE
SAMN00792015	0.9828665507449539	TRUE
SAMN00792016	0.8149104507720504	FALSE
SAMN00792017	0.7806787276452142	FALSE
SAMN00792018	0.7056736243252996	FALSE
SAMN00792019	0.8176910370899242	FALSE
SAMN00792020	0.8013159236932947	FALSE
SAMN00792021	0.772586437188897	FALSE
SAMN00792022	0.7758183579953326	FALSE
SAMN00792023	0.7746985907458082	FALSE
SAMN00792024	0.7433143562645794	FALSE
SAMN00792025	0.7243402777197077	FALSE
SAMN00792026	0.808276364732001	FALSE
SAMN00792027	0.8096275330641505	FALSE
SAMN00792028	0.8100797945815618	FALSE
SAMN00792029	0.793814845434603	FALSE
SAMN00792030	0.9425490293519776	TRUE
SAMN00792031	0.8285502803270637	FALSE
SAMN00792032	0.8971756238358941	TRUE
SAMN00792033	0.9591128811936509	TRUE
SAMN00792034	0.8215908263645738	FALSE
SAMN00792035	0.8446366708505193	FALSE
SAMN00792036	0.8204833930474731	FALSE
SAMN00792037	0.8811251531796336	TRUE
SAMN00792040	0.8190090616317747	FALSE
SAMN00792041	0.7875995373304528	FALSE
SAMN00792042	0.7889641860027548	FALSE
SAMN00792043	0.8194219598897037	FALSE
SAMN00792045	0.8067516389018209	FALSE
SAMN00792046	0.7530933299082799	FALSE
SAMN00792047	0.7236647686961213	FALSE
SAMN00792048	0.7786346714631494	FALSE
SAMN00792049	0.8938191192316347	TRUE
SAMN00792050	0.8071849059731546	FALSE
SAMN00792051	0.8001357758166652	FALSE
SAMN00792052	0.7713256557747257	FALSE
SAMN00792053	0.7490744839911513	FALSE
SAMN00792054	0.7295924725822526	FALSE
SAMN00792055	0.7484537736361488	FALSE
SAMN00792056	0.7769446025006925	FALSE
SAMN00792057	0.7691506404878642	FALSE
SAMN00792058	0.8738245131709732	TRUE
SAMN00792059	0.7430886114647252	FALSE
SAMN00792060	0.808622161590293	FALSE
SAMN00792061	0.8335217905509519	FALSE
SAMN00792062	0.8327548923556558	FALSE
SAMN00792063	0.7525609051088473	FALSE
SAMN00792064	0.880704146381827	TRUE
SAMN00792065	0.7615568626005333	FALSE
SAMN00792066	0.7674304411851882	FALSE
SAMN00792068	0.7683155828236993	FALSE
SAMN00792069	0.7156792284132631	FALSE
SAMN00792070	0.8660169634053523	TRUE
SAMN00792071	0.86184568887743	TRUE
SAMN00792072	0.7518619889874976	FALSE
SAMN00792073	0.8516422852659186	TRUE
SAMN00792074	0.737310662377567	FALSE
SAMN00792075	0.8269915985125478	FALSE
SAMN00792076	0.8630906109633859	TRUE
SAMN00792077	0.7568530422245097	FALSE
SAMN00792078	0.821377605140454	FALSE
SAMN00792079	0.817324458151805	FALSE
SAMN00792080	0.7134052019911387	FALSE
SAMN00792081	0.7724143766414135	FALSE
SAMN00792082	0.8129725971549742	FALSE
SAMN00792083	0.8097726187265133	FALSE
SAMN00792084	0.737171019287215	FALSE
SAMN00792085	0.7485789294564885	FALSE
SAMN00792086	0.7702413183302438	FALSE
SAMN00792087	0.7221714281450953	FALSE
SAMN00792088	0.7424832547124329	FALSE
SAMN00792089	0.733755529390185	FALSE
SAMN00993239	0.9924946702858112	TRUE
SAMN00792090	0.8183689556898761	FALSE
SAMN00792091	0.7793360818456225	FALSE
SAMN00792092	0.7653519008488212	FALSE
SAMN00792093	0.7238479523808258	FALSE
SAMN00792094	0.7542829880215594	FALSE
SAMN00792095	0.7609095212374176	FALSE
SAMN00792096	0.7567149863105829	FALSE
SAMN00792097	0.7036215170516069	FALSE
SAMN00792098	0.7491973397383105	FALSE
SAMN00792099	0.7822399139937385	FALSE
SAMN00792100	0.9205863283607313	TRUE
SAMN00792101	0.8851186224471865	TRUE
SAMN00792102	0.8227769901412458	FALSE
SAMN00792103	0.8102572556809918	FALSE
SAMN00792104	0.8333105302871726	FALSE
SAMN00792105	0.8157029524961816	FALSE
SAMN00792106	0.7181078812477963	FALSE
SAMN00792107	0.7494741071856643	FALSE
SAMN00792108	0.8826469359104769	TRUE
SAMN00792109	0.758848109911389	FALSE
SAMN00792110	0.9309661120239465	TRUE
SAMN00792111	0.7586693462448586	FALSE
SAMN00792112	0.7626589658172832	FALSE
SAMN00792113	0.8007046352718264	FALSE
SAMN00792114	0.7941806856922253	FALSE
SAMN00792115	0.838865227772598	FALSE
SAMN00792116	0.7594468144753663	FALSE
SAMN00792117	0.7494033999473325	FALSE
SAMN00792118	0.769314164293024	FALSE
SAMN08707429	0.730340248811497	FALSE
SAMN08707440	0.7466261808367077	FALSE
SAMN08707421	0.7246901962617337	FALSE
SAMN08707423	0.8072935355223778	FALSE
SAMN08707422	0.8817642055311188	TRUE
SAMN08707439	0.7045697112683968	FALSE
SAMN08707441	0.774766918588377	FALSE
SAMN08707425	0.7781299595815175	FALSE
SAMN08707426	0.7701040386099509	FALSE
SAMN08707424	0.9827331152558874	TRUE
SAMN09781723	0.8080254808102281	FALSE
SAMN09781697	0.8917592757914522	TRUE
SAMN09781683	0.8749528263188122	TRUE
SAMN09781767	0.8368698459699662	FALSE
SAMN09781781	0.7999369737924964	FALSE
SAMN09781681	0.7905205268043145	FALSE
SAMN09781680	0.8297825635166154	FALSE
SAMN09781763	0.7573885837316532	FALSE
SAMN09781757	0.8359227959848227	FALSE
SAMN09781749	0.8584356877323415	TRUE
SAMN09781791	0.8998036395746467	TRUE
SAMN09781736	0.9618670246896971	TRUE
